Date,Country/Region,Province/State,Lat,Long,Confirmed,Recovered,Deaths
2/22/20,China,Jiangsu,32.9711,119.455,631,401,0
2/23/20,China,Jiangsu,32.9711,119.455,631,418,0
2/24/20,China,Jiangsu,32.9711,119.455,631,452,0
2/25/20,China,Jiangsu,32.9711,119.455,631,458,0
2/26/20,China,Jiangsu,32.9711,119.455,631,478,0
2/27/20,China,Jiangsu,32.9711,119.455,631,498,0
2/28/20,China,Jiangsu,32.9711,119.455,631,515,0
2/29/20,China,Jiangsu,32.9711,119.455,631,523,0
3/1/20,China,Jiangsu,32.9711,119.455,631,536,0
3/2/20,China,Jiangsu,32.9711,119.455,631,543,0
3/3/20,China,Jiangsu,32.9711,119.455,631,562,0
3/4/20,China,Jiangsu,32.9711,119.455,631,577,0
3/5/20,China,Jiangsu,32.9711,119.455,631,583,0
3/6/20,China,Jiangsu,32.9711,119.455,631,594,0
3/7/20,China,Jiangsu,32.9711,119.455,631,606,0
3/8/20,China,Jiangsu,32.9711,119.455,631,612,0
3/9/20,China,Jiangsu,32.9711,119.455,631,621,0
3/10/20,China,Jiangsu,32.9711,119.455,631,627,0
3/11/20,China,Jiangsu,32.9711,119.455,631,627,0
3/12/20,China,Jiangsu,32.9711,119.455,631,629,0
3/13/20,China,Jiangsu,32.9711,119.455,631,630,0
3/14/20,China,Jiangsu,32.9711,119.455,631,630,0
3/15/20,China,Jiangsu,32.9711,119.455,631,631,0
3/16/20,China,Jiangsu,32.9711,119.455,631,631,0
3/17/20,China,Jiangsu,32.9711,119.455,631,631,0
3/18/20,China,Jiangsu,32.9711,119.455,631,631,0
3/19/20,China,Jiangsu,32.9711,119.455,631,631,0
3/20/20,China,Jiangsu,32.9711,119.455,631,631,0
3/21/20,China,Jiangsu,32.9711,119.455,631,631,0
3/22/20,China,Jiangsu,32.9711,119.455,633,631,0
3/23/20,China,Jiangsu,32.9711,119.455,633,631,0
1/22/20,China,Jiangxi,27.614,115.7221,2,0,0
1/23/20,China,Jiangxi,27.614,115.7221,7,0,0
1/24/20,China,Jiangxi,27.614,115.7221,18,0,0
1/25/20,China,Jiangxi,27.614,115.7221,18,0,0
1/26/20,China,Jiangxi,27.614,115.7221,36,0,0
1/27/20,China,Jiangxi,27.614,115.7221,72,2,0
1/28/20,China,Jiangxi,27.614,115.7221,109,3,0
1/29/20,China,Jiangxi,27.614,115.7221,109,3,0
1/30/20,China,Jiangxi,27.614,115.7221,162,5,0
1/31/20,China,Jiangxi,27.614,115.7221,240,7,0
2/1/20,China,Jiangxi,27.614,115.7221,286,9,0
2/2/20,China,Jiangxi,27.614,115.7221,333,12,0
2/3/20,China,Jiangxi,27.614,115.7221,391,18,0
2/4/20,China,Jiangxi,27.614,115.7221,476,20,0
2/5/20,China,Jiangxi,27.614,115.7221,548,27,0
2/6/20,China,Jiangxi,27.614,115.7221,600,37,0
2/7/20,China,Jiangxi,27.614,115.7221,661,45,0
2/8/20,China,Jiangxi,27.614,115.7221,698,55,0
2/9/20,China,Jiangxi,27.614,115.7221,740,73,0
2/10/20,China,Jiangxi,27.614,115.7221,771,105,1
2/11/20,China,Jiangxi,27.614,115.7221,804,128,1
2/12/20,China,Jiangxi,27.614,115.7221,844,152,1
2/13/20,China,Jiangxi,27.614,115.7221,872,170,1
2/14/20,China,Jiangxi,27.614,115.7221,900,187,1
2/15/20,China,Jiangxi,27.614,115.7221,913,210,1
2/16/20,China,Jiangxi,27.614,115.7221,925,240,1
2/17/20,China,Jiangxi,27.614,115.7221,930,275,1
2/18/20,China,Jiangxi,27.614,115.7221,933,310,1
2/19/20,China,Jiangxi,27.614,115.7221,934,362,1
2/20/20,China,Jiangxi,27.614,115.7221,934,433,1
2/21/20,China,Jiangxi,27.614,115.7221,934,489,1
2/22/20,China,Jiangxi,27.614,115.7221,934,555,1
2/23/20,China,Jiangxi,27.614,115.7221,934,613,1
2/24/20,China,Jiangxi,27.614,115.7221,934,645,1
2/25/20,China,Jiangxi,27.614,115.7221,934,683,1
2/26/20,China,Jiangxi,27.614,115.7221,934,719,1
2/27/20,China,Jiangxi,27.614,115.7221,934,754,1
2/28/20,China,Jiangxi,27.614,115.7221,935,790,1
2/29/20,China,Jiangxi,27.614,115.7221,935,811,1
3/1/20,China,Jiangxi,27.614,115.7221,935,831,1
3/2/20,China,Jiangxi,27.614,115.7221,935,850,1
3/3/20,China,Jiangxi,27.614,115.7221,935,870,1
3/4/20,China,Jiangxi,27.614,115.7221,935,884,1
3/5/20,China,Jiangxi,27.614,115.7221,935,901,1
3/6/20,China,Jiangxi,27.614,115.7221,935,909,1
3/7/20,China,Jiangxi,27.614,115.7221,935,916,1
3/8/20,China,Jiangxi,27.614,115.7221,935,919,1
3/9/20,China,Jiangxi,27.614,115.7221,935,923,1
3/10/20,China,Jiangxi,27.614,115.7221,935,927,1
3/11/20,China,Jiangxi,27.614,115.7221,935,932,1
3/12/20,China,Jiangxi,27.614,115.7221,935,934,1
3/13/20,China,Jiangxi,27.614,115.7221,935,934,1
3/14/20,China,Jiangxi,27.614,115.7221,935,934,1
3/15/20,China,Jiangxi,27.614,115.7221,935,934,1
3/16/20,China,Jiangxi,27.614,115.7221,935,934,1
3/17/20,China,Jiangxi,27.614,115.7221,935,934,1
3/18/20,China,Jiangxi,27.614,115.7221,935,934,1
3/19/20,China,Jiangxi,27.614,115.7221,935,934,1
3/20/20,China,Jiangxi,27.614,115.7221,935,934,1
3/21/20,China,Jiangxi,27.614,115.7221,935,934,1
3/22/20,China,Jiangxi,27.614,115.7221,936,934,1
3/23/20,China,Jiangxi,27.614,115.7221,936,934,1
1/22/20,China,Jilin,43.6661,126.1923,0,0,0
1/23/20,China,Jilin,43.6661,126.1923,1,0,0
1/24/20,China,Jilin,43.6661,126.1923,3,0,0
1/25/20,China,Jilin,43.6661,126.1923,4,0,0
1/26/20,China,Jilin,43.6661,126.1923,4,0,0
1/27/20,China,Jilin,43.6661,126.1923,6,0,0
1/28/20,China,Jilin,43.6661,126.1923,8,0,0
1/29/20,China,Jilin,43.6661,126.1923,9,0,0
1/30/20,China,Jilin,43.6661,126.1923,14,1,0
1/31/20,China,Jilin,43.6661,126.1923,14,1,0
2/1/20,China,Jilin,43.6661,126.1923,17,1,0
2/2/20,China,Jilin,43.6661,126.1923,23,1,0
2/3/20,China,Jilin,43.6661,126.1923,31,1,0
2/4/20,China,Jilin,43.6661,126.1923,42,1,0
2/5/20,China,Jilin,43.6661,126.1923,54,2,0
2/6/20,China,Jilin,43.6661,126.1923,59,4,0
2/7/20,China,Jilin,43.6661,126.1923,65,4,1
2/8/20,China,Jilin,43.6661,126.1923,69,4,1
2/9/20,China,Jilin,43.6661,126.1923,78,12,1
2/10/20,China,Jilin,43.6661,126.1923,80,13,1
2/11/20,China,Jilin,43.6661,126.1923,81,18,1
2/12/20,China,Jilin,43.6661,126.1923,83,22,1
2/13/20,China,Jilin,43.6661,126.1923,84,24,1
2/14/20,China,Jilin,43.6661,126.1923,86,25,1
2/15/20,China,Jilin,43.6661,126.1923,88,26,1
2/16/20,China,Jilin,43.6661,126.1923,89,30,1
2/17/20,China,Jilin,43.6661,126.1923,89,34,1
2/18/20,China,Jilin,43.6661,126.1923,89,36,1
2/19/20,China,Jilin,43.6661,126.1923,90,37,1
2/20/20,China,Jilin,43.6661,126.1923,91,43,1
2/21/20,China,Jilin,43.6661,126.1923,91,45,1
2/22/20,China,Jilin,43.6661,126.1923,91,52,1
2/23/20,China,Jilin,43.6661,126.1923,91,54,1
2/24/20,China,Jilin,43.6661,126.1923,93,60,1
2/25/20,China,Jilin,43.6661,126.1923,93,63,1
2/26/20,China,Jilin,43.6661,126.1923,93,65,1
2/27/20,China,Jilin,43.6661,126.1923,93,67,1
2/28/20,China,Jilin,43.6661,126.1923,93,73,1
2/29/20,China,Jilin,43.6661,126.1923,93,75,1
3/1/20,China,Jilin,43.6661,126.1923,93,78,1
3/2/20,China,Jilin,43.6661,126.1923,93,83,1
3/3/20,China,Jilin,43.6661,126.1923,93,83,1
3/4/20,China,Jilin,43.6661,126.1923,93,86,1
3/5/20,China,Jilin,43.6661,126.1923,93,88,1
3/6/20,China,Jilin,43.6661,126.1923,93,90,1
3/7/20,China,Jilin,43.6661,126.1923,93,90,1
3/8/20,China,Jilin,43.6661,126.1923,93,90,1
3/9/20,China,Jilin,43.6661,126.1923,93,91,1
3/10/20,China,Jilin,43.6661,126.1923,93,91,1
3/11/20,China,Jilin,43.6661,126.1923,93,91,1
3/12/20,China,Jilin,43.6661,126.1923,93,91,1
3/13/20,China,Jilin,43.6661,126.1923,93,91,1
3/14/20,China,Jilin,43.6661,126.1923,93,91,1
3/15/20,China,Jilin,43.6661,126.1923,93,91,1
3/16/20,China,Jilin,43.6661,126.1923,93,92,1
3/17/20,China,Jilin,43.6661,126.1923,93,92,1
3/18/20,China,Jilin,43.6661,126.1923,93,92,1
3/19/20,China,Jilin,43.6661,126.1923,93,92,1
3/20/20,China,Jilin,43.6661,126.1923,93,92,1
3/21/20,China,Jilin,43.6661,126.1923,93,92,1
3/22/20,China,Jilin,43.6661,126.1923,93,92,1
3/23/20,China,Jilin,43.6661,126.1923,93,92,1
1/22/20,China,Liaoning,41.2956,122.6085,2,0,0
1/23/20,China,Liaoning,41.2956,122.6085,3,0,0
1/24/20,China,Liaoning,41.2956,122.6085,4,0,0
1/25/20,China,Liaoning,41.2956,122.6085,17,0,0
1/26/20,China,Liaoning,41.2956,122.6085,21,0,0
1/27/20,China,Liaoning,41.2956,122.6085,27,0,0
1/28/20,China,Liaoning,41.2956,122.6085,34,0,0
1/29/20,China,Liaoning,41.2956,122.6085,39,1,0
1/30/20,China,Liaoning,41.2956,122.6085,41,1,0
1/31/20,China,Liaoning,41.2956,122.6085,48,1,0
2/1/20,China,Liaoning,41.2956,122.6085,64,1,0
2/2/20,China,Liaoning,41.2956,122.6085,70,1,0
2/3/20,China,Liaoning,41.2956,122.6085,74,1,0
2/4/20,China,Liaoning,41.2956,122.6085,81,2,0
2/5/20,China,Liaoning,41.2956,122.6085,89,4,0
2/6/20,China,Liaoning,41.2956,122.6085,94,5,0
2/7/20,China,Liaoning,41.2956,122.6085,99,7,0
2/8/20,China,Liaoning,41.2956,122.6085,105,8,0
2/9/20,China,Liaoning,41.2956,122.6085,107,12,0
2/10/20,China,Liaoning,41.2956,122.6085,108,13,0
2/11/20,China,Liaoning,41.2956,122.6085,111,19,0
2/12/20,China,Liaoning,41.2956,122.6085,116,20,1
2/13/20,China,Liaoning,41.2956,122.6085,117,22,1
2/14/20,China,Liaoning,41.2956,122.6085,119,29,1
2/15/20,China,Liaoning,41.2956,122.6085,119,31,1
2/16/20,China,Liaoning,41.2956,122.6085,121,40,1
2/17/20,China,Liaoning,41.2956,122.6085,121,43,1
2/18/20,China,Liaoning,41.2956,122.6085,121,53,1
2/19/20,China,Liaoning,41.2956,122.6085,121,55,1
2/20/20,China,Liaoning,41.2956,122.6085,121,59,1
2/21/20,China,Liaoning,41.2956,122.6085,121,61,1
2/22/20,China,Liaoning,41.2956,122.6085,121,66,1
2/23/20,China,Liaoning,41.2956,122.6085,121,73,1
2/24/20,China,Liaoning,41.2956,122.6085,121,80,1
2/25/20,China,Liaoning,41.2956,122.6085,121,83,1
2/26/20,China,Liaoning,41.2956,122.6085,121,88,1
2/27/20,China,Liaoning,41.2956,122.6085,121,93,1
2/28/20,China,Liaoning,41.2956,122.6085,121,93,1
2/29/20,China,Liaoning,41.2956,122.6085,121,96,1
3/1/20,China,Liaoning,41.2956,122.6085,122,103,1
3/2/20,China,Liaoning,41.2956,122.6085,122,103,1
3/3/20,China,Liaoning,41.2956,122.6085,125,106,1
3/4/20,China,Liaoning,41.2956,122.6085,125,106,1
3/5/20,China,Liaoning,41.2956,122.6085,125,106,1
3/6/20,China,Liaoning,41.2956,122.6085,125,106,1
3/7/20,China,Liaoning,41.2956,122.6085,125,107,1
3/8/20,China,Liaoning,41.2956,122.6085,125,109,1
3/9/20,China,Liaoning,41.2956,122.6085,125,109,1
3/10/20,China,Liaoning,41.2956,122.6085,125,111,1
3/11/20,China,Liaoning,41.2956,122.6085,125,111,1
3/12/20,China,Liaoning,41.2956,122.6085,125,112,1
3/13/20,China,Liaoning,41.2956,122.6085,125,112,1
3/14/20,China,Liaoning,41.2956,122.6085,125,113,1
3/15/20,China,Liaoning,41.2956,122.6085,125,114,1
3/16/20,China,Liaoning,41.2956,122.6085,125,115,1
3/17/20,China,Liaoning,41.2956,122.6085,125,120,1
3/18/20,China,Liaoning,41.2956,122.6085,125,122,1
3/19/20,China,Liaoning,41.2956,122.6085,125,122,1
3/20/20,China,Liaoning,41.2956,122.6085,126,122,2
3/21/20,China,Liaoning,41.2956,122.6085,126,122,2
3/22/20,China,Liaoning,41.2956,122.6085,127,124,2
3/23/20,China,Liaoning,41.2956,122.6085,127,124,2
1/22/20,China,Macau,22.1667,113.55,1,0,0
1/23/20,China,Macau,22.1667,113.55,2,0,0
1/24/20,China,Macau,22.1667,113.55,2,0,0
1/25/20,China,Macau,22.1667,113.55,2,0,0
1/26/20,China,Macau,22.1667,113.55,5,0,0
1/27/20,China,Macau,22.1667,113.55,6,0,0
1/28/20,China,Macau,22.1667,113.55,7,0,0
1/29/20,China,Macau,22.1667,113.55,7,0,0
1/30/20,China,Macau,22.1667,113.55,7,0,0
1/31/20,China,Macau,22.1667,113.55,7,0,0
2/1/20,China,Macau,22.1667,113.55,7,0,0
2/2/20,China,Macau,22.1667,113.55,8,0,0
2/3/20,China,Macau,22.1667,113.55,8,0,0
2/4/20,China,Macau,22.1667,113.55,10,0,0
2/5/20,China,Macau,22.1667,113.55,10,0,0
2/6/20,China,Macau,22.1667,113.55,10,1,0
2/7/20,China,Macau,22.1667,113.55,10,1,0
2/8/20,China,Macau,22.1667,113.55,10,1,0
2/9/20,China,Macau,22.1667,113.55,10,1,0
2/10/20,China,Macau,22.1667,113.55,10,1,0
2/11/20,China,Macau,22.1667,113.55,10,1,0
2/12/20,China,Macau,22.1667,113.55,10,2,0
2/13/20,China,Macau,22.1667,113.55,10,3,0
2/14/20,China,Macau,22.1667,113.55,10,3,0
2/15/20,China,Macau,22.1667,113.55,10,3,0
2/16/20,China,Macau,22.1667,113.55,10,5,0
2/17/20,China,Macau,22.1667,113.55,10,5,0
2/18/20,China,Macau,22.1667,113.55,10,5,0
2/19/20,China,Macau,22.1667,113.55,10,5,0
2/20/20,China,Macau,22.1667,113.55,10,6,0
2/21/20,China,Macau,22.1667,113.55,10,6,0
2/22/20,China,Macau,22.1667,113.55,10,6,0
2/23/20,China,Macau,22.1667,113.55,10,6,0
2/24/20,China,Macau,22.1667,113.55,10,6,0
2/25/20,China,Macau,22.1667,113.55,10,7,0
2/26/20,China,Macau,22.1667,113.55,10,7,0
2/27/20,China,Macau,22.1667,113.55,10,8,0
2/28/20,China,Macau,22.1667,113.55,10,8,0
2/29/20,China,Macau,22.1667,113.55,10,8,0
3/1/20,China,Macau,22.1667,113.55,10,8,0
3/2/20,China,Macau,22.1667,113.55,10,8,0
3/3/20,China,Macau,22.1667,113.55,10,9,0
3/4/20,China,Macau,22.1667,113.55,10,9,0
3/5/20,China,Macau,22.1667,113.55,10,9,0
3/6/20,China,Macau,22.1667,113.55,10,10,0
3/7/20,China,Macau,22.1667,113.55,10,10,0
3/8/20,China,Macau,22.1667,113.55,10,10,0
3/9/20,China,Macau,22.1667,113.55,10,10,0
3/10/20,China,Macau,22.1667,113.55,10,10,0
3/11/20,China,Macau,22.1667,113.55,10,10,0
3/12/20,China,Macau,22.1667,113.55,10,10,0
3/13/20,China,Macau,22.1667,113.55,10,10,0
3/14/20,China,Macau,22.1667,113.55,10,10,0
3/15/20,China,Macau,22.1667,113.55,10,10,0
3/16/20,China,Macau,22.1667,113.55,11,10,0
3/17/20,China,Macau,22.1667,113.55,12,10,0
3/18/20,China,Macau,22.1667,113.55,15,10,0
3/19/20,China,Macau,22.1667,113.55,17,10,0
3/20/20,China,Macau,22.1667,113.55,17,10,0
3/21/20,China,Macau,22.1667,113.55,18,10,0
3/22/20,China,Macau,22.1667,113.55,24,10,0
3/23/20,China,Macau,22.1667,113.55,24,10,0
1/22/20,China,Ningxia,37.2692,106.1655,1,0,0
1/23/20,China,Ningxia,37.2692,106.1655,1,0,0
1/24/20,China,Ningxia,37.2692,106.1655,2,0,0
1/25/20,China,Ningxia,37.2692,106.1655,3,0,0
1/26/20,China,Ningxia,37.2692,106.1655,4,0,0
1/27/20,China,Ningxia,37.2692,106.1655,7,0,0
1/28/20,China,Ningxia,37.2692,106.1655,11,0,0
1/29/20,China,Ningxia,37.2692,106.1655,12,0,0
1/30/20,China,Ningxia,37.2692,106.1655,17,0,0
1/31/20,China,Ningxia,37.2692,106.1655,21,0,0
2/1/20,China,Ningxia,37.2692,106.1655,26,0,0
2/2/20,China,Ningxia,37.2692,106.1655,28,0,0
2/3/20,China,Ningxia,37.2692,106.1655,31,1,0
2/4/20,China,Ningxia,37.2692,106.1655,34,1,0
2/5/20,China,Ningxia,37.2692,106.1655,34,1,0
2/6/20,China,Ningxia,37.2692,106.1655,40,1,0
2/7/20,China,Ningxia,37.2692,106.1655,43,5,0
2/8/20,China,Ningxia,37.2692,106.1655,45,15,0
2/9/20,China,Ningxia,37.2692,106.1655,45,13,0
2/10/20,China,Ningxia,37.2692,106.1655,49,13,0
2/11/20,China,Ningxia,37.2692,106.1655,53,22,0
2/12/20,China,Ningxia,37.2692,106.1655,58,24,0
2/13/20,China,Ningxia,37.2692,106.1655,64,24,0
2/14/20,China,Ningxia,37.2692,106.1655,67,24,0
2/15/20,China,Ningxia,37.2692,106.1655,70,33,0
2/16/20,China,Ningxia,37.2692,106.1655,70,33,0
2/17/20,China,Ningxia,37.2692,106.1655,70,35,0
2/18/20,China,Ningxia,37.2692,106.1655,70,42,0
2/19/20,China,Ningxia,37.2692,106.1655,71,42,0
2/20/20,China,Ningxia,37.2692,106.1655,71,44,0
2/21/20,China,Ningxia,37.2692,106.1655,71,48,0
2/22/20,China,Ningxia,37.2692,106.1655,71,48,0
2/23/20,China,Ningxia,37.2692,106.1655,71,56,0
2/24/20,China,Ningxia,37.2692,106.1655,71,58,0
2/25/20,China,Ningxia,37.2692,106.1655,71,61,0
2/26/20,China,Ningxia,37.2692,106.1655,71,65,0
2/27/20,China,Ningxia,37.2692,106.1655,72,68,0
2/28/20,China,Ningxia,37.2692,106.1655,72,68,0
2/29/20,China,Ningxia,37.2692,106.1655,73,69,0
3/1/20,China,Ningxia,37.2692,106.1655,73,69,0
3/2/20,China,Ningxia,37.2692,106.1655,74,69,0
3/3/20,China,Ningxia,37.2692,106.1655,74,69,0
3/4/20,China,Ningxia,37.2692,106.1655,75,69,0
3/5/20,China,Ningxia,37.2692,106.1655,75,69,0
3/6/20,China,Ningxia,37.2692,106.1655,75,71,0
3/7/20,China,Ningxia,37.2692,106.1655,75,71,0
3/8/20,China,Ningxia,37.2692,106.1655,75,71,0
3/9/20,China,Ningxia,37.2692,106.1655,75,71,0
3/10/20,China,Ningxia,37.2692,106.1655,75,71,0
3/11/20,China,Ningxia,37.2692,106.1655,75,72,0
3/12/20,China,Ningxia,37.2692,106.1655,75,72,0
3/13/20,China,Ningxia,37.2692,106.1655,75,72,0
3/14/20,China,Ningxia,37.2692,106.1655,75,73,0
3/15/20,China,Ningxia,37.2692,106.1655,75,73,0
3/16/20,China,Ningxia,37.2692,106.1655,75,75,0
3/17/20,China,Ningxia,37.2692,106.1655,75,75,0
3/18/20,China,Ningxia,37.2692,106.1655,75,75,0
3/19/20,China,Ningxia,37.2692,106.1655,75,75,0
3/20/20,China,Ningxia,37.2692,106.1655,75,75,0
3/21/20,China,Ningxia,37.2692,106.1655,75,75,0
3/22/20,China,Ningxia,37.2692,106.1655,75,75,0
3/23/20,China,Ningxia,37.2692,106.1655,75,75,0
1/22/20,China,Qinghai,35.7452,95.9956,0,0,0
1/23/20,China,Qinghai,35.7452,95.9956,0,0,0
1/24/20,China,Qinghai,35.7452,95.9956,0,0,0
1/25/20,China,Qinghai,35.7452,95.9956,1,0,0
1/26/20,China,Qinghai,35.7452,95.9956,1,0,0
1/27/20,China,Qinghai,35.7452,95.9956,6,0,0
1/28/20,China,Qinghai,35.7452,95.9956,6,0,0
1/29/20,China,Qinghai,35.7452,95.9956,6,0,0
1/30/20,China,Qinghai,35.7452,95.9956,8,0,0
1/31/20,China,Qinghai,35.7452,95.9956,8,0,0
2/1/20,China,Qinghai,35.7452,95.9956,9,0,0
2/2/20,China,Qinghai,35.7452,95.9956,11,0,0
2/3/20,China,Qinghai,35.7452,95.9956,13,0,0
2/4/20,China,Qinghai,35.7452,95.9956,15,0,0
2/5/20,China,Qinghai,35.7452,95.9956,17,3,0
2/6/20,China,Qinghai,35.7452,95.9956,18,3,0
2/7/20,China,Qinghai,35.7452,95.9956,18,3,0
2/8/20,China,Qinghai,35.7452,95.9956,18,3,0
2/9/20,China,Qinghai,35.7452,95.9956,18,3,0
2/10/20,China,Qinghai,35.7452,95.9956,18,3,0
2/11/20,China,Qinghai,35.7452,95.9956,18,5,0
2/12/20,China,Qinghai,35.7452,95.9956,18,9,0
2/13/20,China,Qinghai,35.7452,95.9956,18,11,0
2/14/20,China,Qinghai,35.7452,95.9956,18,11,0
2/15/20,China,Qinghai,35.7452,95.9956,18,13,0
2/16/20,China,Qinghai,35.7452,95.9956,18,13,0
2/17/20,China,Qinghai,35.7452,95.9956,18,13,0
2/18/20,China,Qinghai,35.7452,95.9956,18,15,0
2/19/20,China,Qinghai,35.7452,95.9956,18,16,0
2/20/20,China,Qinghai,35.7452,95.9956,18,16,0
2/21/20,China,Qinghai,35.7452,95.9956,18,18,0
2/22/20,China,Qinghai,35.7452,95.9956,18,18,0
2/23/20,China,Qinghai,35.7452,95.9956,18,18,0
2/24/20,China,Qinghai,35.7452,95.9956,18,18,0
2/25/20,China,Qinghai,35.7452,95.9956,18,18,0
2/26/20,China,Qinghai,35.7452,95.9956,18,18,0
2/27/20,China,Qinghai,35.7452,95.9956,18,18,0
2/28/20,China,Qinghai,35.7452,95.9956,18,18,0
2/29/20,China,Qinghai,35.7452,95.9956,18,18,0
3/1/20,China,Qinghai,35.7452,95.9956,18,18,0
3/2/20,China,Qinghai,35.7452,95.9956,18,18,0
3/3/20,China,Qinghai,35.7452,95.9956,18,18,0
3/4/20,China,Qinghai,35.7452,95.9956,18,18,0
3/5/20,China,Qinghai,35.7452,95.9956,18,18,0
3/6/20,China,Qinghai,35.7452,95.9956,18,18,0
3/7/20,China,Qinghai,35.7452,95.9956,18,18,0
3/8/20,China,Qinghai,35.7452,95.9956,18,18,0
3/9/20,China,Qinghai,35.7452,95.9956,18,18,0
3/10/20,China,Qinghai,35.7452,95.9956,18,18,0
3/11/20,China,Qinghai,35.7452,95.9956,18,18,0
3/12/20,China,Qinghai,35.7452,95.9956,18,18,0
3/13/20,China,Qinghai,35.7452,95.9956,18,18,0
3/14/20,China,Qinghai,35.7452,95.9956,18,18,0
3/15/20,China,Qinghai,35.7452,95.9956,18,18,0
3/16/20,China,Qinghai,35.7452,95.9956,18,18,0
3/17/20,China,Qinghai,35.7452,95.9956,18,18,0
3/18/20,China,Qinghai,35.7452,95.9956,18,18,0
3/19/20,China,Qinghai,35.7452,95.9956,18,18,0
3/20/20,China,Qinghai,35.7452,95.9956,18,18,0
3/21/20,China,Qinghai,35.7452,95.9956,18,18,0
3/22/20,China,Qinghai,35.7452,95.9956,18,18,0
3/23/20,China,Qinghai,35.7452,95.9956,18,18,0
1/22/20,China,Shaanxi,35.1917,108.8701,0,0,0
1/23/20,China,Shaanxi,35.1917,108.8701,3,0,0
1/24/20,China,Shaanxi,35.1917,108.8701,5,0,0
1/25/20,China,Shaanxi,35.1917,108.8701,15,0,0
1/26/20,China,Shaanxi,35.1917,108.8701,22,0,0
1/27/20,China,Shaanxi,35.1917,108.8701,35,0,0
1/28/20,China,Shaanxi,35.1917,108.8701,46,0,0
1/29/20,China,Shaanxi,35.1917,108.8701,56,0,0
1/30/20,China,Shaanxi,35.1917,108.8701,63,0,0
1/31/20,China,Shaanxi,35.1917,108.8701,87,0,0
2/1/20,China,Shaanxi,35.1917,108.8701,101,0,0
2/2/20,China,Shaanxi,35.1917,108.8701,116,0,0
2/3/20,China,Shaanxi,35.1917,108.8701,128,0,0
2/4/20,China,Shaanxi,35.1917,108.8701,142,2,0
2/5/20,China,Shaanxi,35.1917,108.8701,165,6,0
2/6/20,China,Shaanxi,35.1917,108.8701,173,9,0
2/7/20,China,Shaanxi,35.1917,108.8701,184,17,0
2/8/20,China,Shaanxi,35.1917,108.8701,195,20,0
2/9/20,China,Shaanxi,35.1917,108.8701,208,25,0
2/10/20,China,Shaanxi,35.1917,108.8701,213,30,0
2/11/20,China,Shaanxi,35.1917,108.8701,219,32,0
2/12/20,China,Shaanxi,35.1917,108.8701,225,43,0
2/13/20,China,Shaanxi,35.1917,108.8701,229,46,0
2/14/20,China,Shaanxi,35.1917,108.8701,230,54,0
2/15/20,China,Shaanxi,35.1917,108.8701,232,60,0
2/16/20,China,Shaanxi,35.1917,108.8701,236,71,0
2/17/20,China,Shaanxi,35.1917,108.8701,240,79,0
2/18/20,China,Shaanxi,35.1917,108.8701,240,89,0
2/19/20,China,Shaanxi,35.1917,108.8701,242,102,0
2/20/20,China,Shaanxi,35.1917,108.8701,245,118,1
2/21/20,China,Shaanxi,35.1917,108.8701,245,134,1
2/22/20,China,Shaanxi,35.1917,108.8701,245,149,1
2/23/20,China,Shaanxi,35.1917,108.8701,245,163,1
2/24/20,China,Shaanxi,35.1917,108.8701,245,173,1
2/25/20,China,Shaanxi,35.1917,108.8701,245,186,1
2/26/20,China,Shaanxi,35.1917,108.8701,245,192,1
2/27/20,China,Shaanxi,35.1917,108.8701,245,195,1
2/28/20,China,Shaanxi,35.1917,108.8701,245,199,1
2/29/20,China,Shaanxi,35.1917,108.8701,245,207,1
3/1/20,China,Shaanxi,35.1917,108.8701,245,208,1
3/2/20,China,Shaanxi,35.1917,108.8701,245,216,1
3/3/20,China,Shaanxi,35.1917,108.8701,245,216,1
3/4/20,China,Shaanxi,35.1917,108.8701,245,223,1
3/5/20,China,Shaanxi,35.1917,108.8701,245,224,1
3/6/20,China,Shaanxi,35.1917,108.8701,245,226,1
3/7/20,China,Shaanxi,35.1917,108.8701,245,226,1
3/8/20,China,Shaanxi,35.1917,108.8701,245,227,1
3/9/20,China,Shaanxi,35.1917,108.8701,245,227,1
3/10/20,China,Shaanxi,35.1917,108.8701,245,227,1
3/11/20,China,Shaanxi,35.1917,108.8701,245,232,1
3/12/20,China,Shaanxi,35.1917,108.8701,245,232,2
3/13/20,China,Shaanxi,35.1917,108.8701,245,232,2
3/14/20,China,Shaanxi,35.1917,108.8701,245,232,2
3/15/20,China,Shaanxi,35.1917,108.8701,245,232,2
3/16/20,China,Shaanxi,35.1917,108.8701,245,233,2
3/17/20,China,Shaanxi,35.1917,108.8701,246,236,3
3/18/20,China,Shaanxi,35.1917,108.8701,246,237,3
3/19/20,China,Shaanxi,35.1917,108.8701,246,237,3
3/20/20,China,Shaanxi,35.1917,108.8701,247,237,3
3/21/20,China,Shaanxi,35.1917,108.8701,248,239,3
3/22/20,China,Shaanxi,35.1917,108.8701,248,239,3
3/23/20,China,Shaanxi,35.1917,108.8701,248,239,3
1/22/20,China,Shandong,36.3427,118.1498,2,0,0
1/23/20,China,Shandong,36.3427,118.1498,6,0,0
1/24/20,China,Shandong,36.3427,118.1498,15,0,0
1/25/20,China,Shandong,36.3427,118.1498,27,0,0
1/26/20,China,Shandong,36.3427,118.1498,46,0,0
1/27/20,China,Shandong,36.3427,118.1498,75,0,0
